tile,depth_min,depth_max,5.95,6.05,6.15,6.25,6.35,6.45,6.55,6.65,6.75,6.85,6.95,7.05,7.15,7.25,7.35,7.45,7.55,7.65,7.75,7.85,7.95,8.05,8.15,8.25,8.35,8.45,8.55,8.65,8.75,8.85,8.95
00,0.0,70.0,0.007155760945586825,0.00573811534555163,0.0046061195925309285,0.0037000969248555454,0.0029723778954857125,0.0023877569512559473,0.0019188766320191448,0.0015438208885610388,0.001244598247826696,0.00100042636283996,0.0008126751734544824,0.0006622865570735239,0.0005391938310197132,0.000437330692556157,0.00035273900758297805,0.0002816524463712406,0.00022145298188459926,0.00016864394937595568,0.00012252903721230048,8.256067311595159e-05,5.236449377723411e-05,3.60142623707335e-05,2.620881388083316e-05,1.8684080458859884e-05,1.2354987844590942e-05,7.1306351371480205e-06,3.308576036623728e-06,1.1080111451614918e-06,2.345962696635051e-07,2.6434498584122417e-08,1.2630735019509067e-09
010,0.0,70.0,0.0004050498722147885,0.0003251543409728839,0.0002612610012510136,0.0002100510783936936,0.00016888080507556876,0.00013578574373399662,0.00010924633617808991,8.800115112974606e-05,7.103082273242566e-05,5.6967779155584194e-05,4.636394290561654e-05,3.7901687788044896e-05,3.1008837188789734e-05,2.533589139959191e-05,2.047601353987561e-05,1.6002669867382375e-05,1.1922557268983655e-05,8.456392433352258e-06,5.874529563543278e-06,4.43964824158078e-06,3.5809670669379288e-06,2.8497888929091257e-06,2.197928085116149e-06,1.6041182243100431e-06,1.072433223328786e-06,6.232128390156323e-07,2.905951913927495e-07,9.773508533289996e-08,2.0771183494844675e-08,2.3468828981979045e-09,1.1229660835163132e-10
011,0.0,70.0,0.00688567152143219,0.005343952309519148,0.00415681975815681,0.0032470616792232804,0.0025468089572796703,0.0020022712206805627,0.0015762415900057954,0.0012428565354854362,0.0009824092681313286,0.0007787389271759859,0.0006198130637617462,0.0004939325500475999,0.00039223518690491857,0.0003087172972583706,0.0002394502136175503,0.00018068343719828414,0.0001295777955706186,8.535383627222723e-05,4.9648614395128275e-05,2.4229634544931225e-05,9.395802477276014e-06,5.540565317669303e-06,3.914924659192884e-06,2.607057174349995e-06,1.5494860155065339e-06,7.881498125567268e-07,3.244961894624122e-07,1.006425038848155e-07,2.083845023852091e-08,2.3471776698983365e-09,1.122968324470191e-10
012,0.0,70.0,0.001989206272421757,0.0015968814068988988,0.0012831068040756424,0.001031684310113824,0.0008295640501300322,0.0006670527192133679,0.0005365755363270609,0.0004320583684936072,0.0003485253992301058,0.0002794011553415088,0.0002270004175173333,0.00018504601248056288,0.00015074249392581048,0.00012222516188994863,9.821448855696977e-05,7.727906074832152e-05,5.982417172217637e-05,4.578106470428599e-05,3.4167903234465574e-05,2.527493676070901e-05,1.8661385856600648e-05,1.3855597783850146e-05,1.0295317301423047e-05,7.424582973960556e-06,4.9551701290754875e-06,2.8794876168789704e-06,1.3426736880389825e-06,4.5157847448921377e-07,9.597434491019892e-08,1.0844137101824272e-08,5.188905594648011e-10
0130,0.0,70.0,0.0005222762176735891,0.0004190556248266045,0.00033658695320476896,0.0002705545162440512,0.00021748587090949004,0.00017482703173006108,0.00014060082668236235,0.0001132152406972752,9.136231516993588e-05,7.358079031953418e-05,5.986850280098281e-05,4.890296598278021e-05,3.9909197338066176e-05,3.243170187535482e-05,2.634691326345828e-05,2.1342577159794597e-05,1.705377661011355e-05,1.3055945166653109e-05,9.378530917293345e-06,5.573936472412857e-06,2.706325869344341e-06,2.109073389962925e-06,1.626643732723373e-06,1.1872035061291963e-06,7.937051691145209e-07,4.612283523849026e-07,2.1506695058795276e-07,7.23325088336205e-08,1.537276027524234e-08,1.7369675467064527e-09,8.31093794024297e-11
0131,0.0,70.0,0.0012838547239194527,0.001015248944732637,0.0008040665031430413,0.0006376620169466038,0.0005059582348694086,0.00040157162450812683,0.0003189418412339979,0.0002536868587990618,0.00020226839273156235,0.00016145433407577882,0.0001297269377093493,0.00010451292254897823,8.409387614938238e-05,6.733398139028681e-05,5.350867188030711e-05,4.1911897084565994e-05,3.192034875048784e-05,2.2957698102908326e-05,1.4410715504257653e-05,7.489277010155767e-06,3.1116875941792253e-06,2.318330721568827e-06,1.765246362790828e-06,1.2667941812651735e-06,8.303333639363837e-07,4.730631276311219e-07,2.1720964010645504e-07,7.248971120541312e-08,1.5376114298113644e-08,1.7369827435568336e-09,8.310939594600122e-11
0132,0.0,70.0,0.0009079469188308447,0.0007253391603842228,0.0005801765675360573,0.00046457804640827403,0.00037216206583074487,0.00029818785643820263,0.00023903303699746866,0.00019181925256874896,0.0001542746860930057,0.00012361148892985006,0.00010017809084759984,8.146500496981161e-05,6.626073683822381e-05,5.3813127322596335e-05,4.357593012637269e-05,3.5035370347209855e-05,2.7541944255106495e-05,2.044270031852549e-05,1.3415182492408393e-05,7.33258154232618e-06,5.62745188872976e-06,4.477979006116283e-06,3.452983180770352e-06,2.519710513638747e-06,1.6842151484134472e-06,9.786128430198779e-07,4.5628340341463964e-07,1.5345755389483148e-07,3.261442775714047e-08,3.6851011029370747e-09,1.7633590032994564e-10
0133,0.0,70.0,0.01811733525199168,0.013641638871807181,0.0102989826867876,0.007851329181897043,0.006059845316720641,0.004713379791573612,0.003676612529746985,0.002872975812356413,0.002250287485266825,0.0017672374815102996,0.0013920108936102877,0.0010960465896644813,0.0008576244748442059,0.0006620620872687487,0.0004995978935911665,0.0003607526704040908,0.00024240323435591494,0.00014673624004114924,7.071676123050476e-05,2.7566094365753526e-05,1.4276994364646048e-05,1.0444690697355662e-05,7.498638994222403e-06,4.920373177211611e-06,2.8393581677438405e-06,1.3755940502419001e-06,5.348813780624326e-07,1.598538932015823e-07,3.27581339818742e-08,3.6857242112319283e-09,1.763360466853501e-10
02000,0.0,70.0,0.0014358094737241048,0.0011500451862616824,0.000922279768401151,0.0007402608980447975,0.0005941968889090798,0.00047694309289533565,0.00038302133451030486,0.0003080183191376929,0.00024830184082719073,0.00020056704198611084,0.00016302082270987618,0.00013293247251329785,0.00010836877182035962,8.806731569639804e-05,7.12766179845498e-05,5.7198922923000404e-05,4.5045064748771055e-05,3.425738808455378e-05,2.456368783875676e-05,1.520597640403518e-05,7.027287757266779e-06,3.5241643160750427e-06,2.243973907013251e-06,1.459514683840959e-06,8.698489497941601e-07,4.6598648416955917e-07,2.081435849708587e-07,6.817167873934467e-08,1.4182401810118717e-08,1.5781591590134755e-09,7.493098198888716e-11
02001,0.0,70.0,0.002014907372767367,0.001612948924970206,0.0012928074424543906,0.0010371720873465751,0.000832191333449008,0.0006677640440249667,0.0005361704118699995,0.0004311723835622207,0.0003476432780033543,0.0002810527894207399,0.0002285063304785901,0.00018632000712719542,0.00015175554201039525,0.0001230042278307288,9.896014360562303e-05,7.848201755210292e-05,6.05241919639323e-05,4.450561817764498e-05,3.0414905086942358e-05,1.856391319523625e-05,8.510860642662089e-06,3.210831038069755e-06,1.9710714018052996e-06,1.2884491327816002e-06,7.835039116460989e-07,4.3032943308847854e-07,1.9643451747216257e-07,6.558916861359192e-08,1.3881959913392016e-08,1.5642126606755602e-09,7.47505008677403e-11
